packet_id,benchmark,criterion,provider,label,evidence_refs,evidence_note,confidence
B006,DA-Code,Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":46,""line_end"":55}]","The comments in E002 outline the keys expected in the evaluation config, but the complete JSON/JSONL schemas and configuration files themselves are not present in the packet.",high
B006,DA-Code,Metric definition,openai,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":9,""line_end"":16},{""source_id"":""E002"",""line_start"":105,""line_end"":115},{""source_id"":""E003"",""line_start"":18,""line_end"":62}]","Metrics are Python callables imported from da_agent.evaluators.metrics.* and looked up by name from eval_config['func']. Example dbt.check_yaml_file is fully implemented and returns 1.0/0.0 based on YAML rule matching, so metric behavior is precisely defined in code.",high
B006,DA-Code,Metric definition,anthropic,documented-and-verifiable,"[{""source_id"":""E003"",""line_start"":19,""line_end"":65},{""source_id"":""E002"",""line_start"":105,""line_end"":115}]","metrics module functions like check_yaml_file are implemented with explicit rule matching logic returning 1.0/0.0; evaluation.py dynamically loads metric functions via getattr(metrics, func).",high
B006,DA-Code,Metric definition,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":9,""line_end"":9},{""source_id"":""E003"",""line_start"":19,""line_end"":62}]","A specific metric (check_yaml_file) is defined in dbt.py, but other metrics imported from the metrics module are missing due to incomplete packet files.",high
B006,DA-Code,Evaluator implementation available,openai,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":52,""line_end"":69},{""source_id"":""E002"",""line_start"":15,""line_end"":39},{""source_id"":""E002"",""line_start"":98,""line_end"":139},{""source_id"":""E002"",""line_start"":198,""line_end"":237}]","evaluate.py exposes an Evaluator class used by the CLI command in README. It loads eval_json, locates outputs and gold, constructs metrics and options, and computes per-task scores with timeout. Core logic for resolving files and calling metrics is present and runnable.",high
B006,DA-Code,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":1,""line_end"":250},{""source_id"":""E003"",""line_start"":1,""line_end"":65}]",Full Evaluator class and a metrics submodule (dbt.py) are present in repository with executable logic for computing scores.,high
B006,DA-Code,Evaluator implementation available,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":17,""line_end"":250}]","The Evaluator class implementation is provided in E002 but its evaluate method truncates abruptly at line 250, leaving the evaluation loop incomplete.",high
B006,DA-Code,Grading rules & tie-breaking,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":70,""line_end"":73},{""source_id"":""E002"",""line_start"":119,""line_end"":139},{""source_id"":""E002"",""line_start"":231,""line_end"":236}]","Some rules exist: unfinished tasks get total_score 0; metric_conj defaults to 'avg'. However, the combination logic over multiple metrics (e.g., how metric_conj is applied, rounding, aggregation across tasks, and any tie-breaking conventions) is not fully shown in the provided snippet.",medium
B006,DA-Code,Grading rules & tie-breaking,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":230,""line_end"":249}]","Conjunction logic (metric_conj 'avg'/'and'/'or') is referenced and per-metric scoring loop begins, but the actual aggregation/tie-break code is cut off before completion in the packet.",medium
B006,DA-Code,Grading rules & tie-breaking,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":70,""line_end"":72},{""source_id"":""E002"",""line_start"":241,""line_end"":250}]","The packet notes conjunction types like 'avg' or 'and/or', but the logic is truncated at line 250 inside the evaluation try-catch block.",high
B006,DA-Code,Predictions->aggregate-score mapping,openai,partially-documented,"[{""source_id"":""E002"",""line_start"":70,""line_end"":73},{""source_id"":""E002"",""line_start"":119,""line_end"":139},{""source_id"":""E002"",""line_start"":231,""line_end"":236}]","Mapping from predictions to per-example scores via metric functions is visible, and unfinished predictions map to 0. But the code computing scores, aggregating metrics using metric_conj, and producing a final benchmark-level score or JSON schema is not included, leaving an incomplete picture.",medium
B006,DA-Code,Predictions->aggregate-score mapping,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":217,""line_end"":249},{""source_id"":""E001"",""line_start"":52,""line_end"":69}]","evaluate() loops over configs building eval_results with total_score, and CLI produces result_file, but final aggregation across all tasks into a single benchmark score is not shown.",medium
B006,DA-Code,Predictions->aggregate-score mapping,gemini,partially-documented,"[{""source_id"":""E002"",""line_start"":241,""line_end"":250}]",The aggregation and scoring loop starts around line 241 but is truncated at line 250 before any score accumulation or mapping is completed.,high
B006,DA-Code,Sample predictions / trajectories,openai,not-documented,"[{""source_id"":""E001"",""line_start"":52,""line_end"":59},{""source_id"":""E002"",""line_start"":141,""line_end"":180}]","Code parses trajectories from dabench/result.json and summarizes actions, but no concrete example result.json, trajectory, or prediction file content is provided in this packet to illustrate typical model outputs.",high
B006,DA-Code,Sample predictions / trajectories,anthropic,partially-documented,"[{""source_id"":""E002"",""line_start"":141,""line_end"":181}]","Code parses a trajectory JSON (steps, actions, observations) from result.json, implying sample trajectory format, but no actual sample trajectory file content is shown in the packet.",medium
B006,DA-Code,Sample predictions / trajectories,gemini,not-documented,"[{""source_id"":""E001"",""line_start"":54,""line_end"":61}]",No sample predictions or trajectories are provided in the packet; the README references running outputs and evaluation but no examples are shown.,high
B007,DS-1000,Input/expected-output schema,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":68,""line_end"":73},{""source_id"":""E001"",""line_start"":19,""line_end"":21},{""source_id"":""E002"",""line_start"":16,""line_end"":25}]","README describes dataset fields (prompt, code_context, metadata) and that code_context defines test_execution/test_string. execution.py shows code strings are executed. Exact schema for predictions beyond being code strings is not fully specified.",high
B007,DS-1000,Input/expected-output schema,anthropic,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":68,""line_end"":85}]","README documents dataset fields (prompt, code_context, metadata) and format changes from original.",high
B007,DS-1000,Input/expected-output schema,gemini,partially-documented,"[{""source_id"":""E001"",""line_start"":68,""line_end"":74},{""source_id"":""E001"",""line_start"":98,""line_end"":107}]","The README explains the prompt and code_context fields, as well as the file structures of the converted JSONL and individual problem fields, but lacks explicit schemas or detailed type definitions.",high
B007,DS-1000,Metric definition,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":70,""line_end"":73},{""source_id"":""E001"",""line_start"":48,""line_end"":61},{""source_id"":""E002"",""line_start"":16,""line_end"":25},{""source_id"":""E002"",""line_start"":73,""line_end"":77}]","Per-problem correctness is defined as passing test_execution and (if present) test_string. execution.py returns a boolean passed flag. Example output shows per-library means and an overall mean, but detailed formal metric/aggregation specification is absent.",high
B007,DS-1000,Metric definition,anthropic,partially-documented,"[{""source_id"":""E001"",""line_start"":46,""line_end"":61}]","Expected output shows mean pass rate per library and overall, but no explicit formal metric definition (e.g., pass@1) is stated beyond example output.",medium
B007,DS-1000,Metric definition,gemini,documented-and-verifiable,"[{""source_id"":""E001"",""line_start"":48,""line_end"":61},{""source_id"":""E001"",""line_start"":72,""line_end"":73}]","Correctness is binary per problem (requiring passing both execution and string checks), with average accuracy (mean score) aggregated overall and by library.",high
B007,DS-1000,Evaluator implementation available,openai,partially-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":44},{""source_id"":""E001"",""line_start"":70,""line_end"":73},{""source_id"":""E002"",""line_start"":16,""line_end"":25},{""source_id"":""E002"",""line_start"":73,""line_end"":77}]","execution.py implements sandboxed execution and pass/fail judgment for a code string. README states test_ds1000.py evaluates a specific answers file, but that script is not included in the packet, so the full evaluator pipeline cannot be reconstructed.",high
B007,DS-1000,Evaluator implementation available,anthropic,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":17,""line_end"":77},{""source_id"":""E001"",""line_start"":37,""line_end"":44}]","execution.py provides check_correctness function used by test_ds1000.py, confirmed runnable per README instructions.",high
B007,DS-1000,Evaluator implementation available,gemini,documented-and-verifiable,"[{""source_id"":""E002"",""line_start"":17,""line_end"":78}]","The evaluation harness is provided in execution.py via the check_correctness function, which executes the program containing test suites in a subprocess.",high
B007,DS-1000,Grading rules & tie-breaking,openai,not-documented,"[{""source_id"":""E001"",""line_start"":37,""line_end"":61},{""source_id"":""E001"",""line_start"":68,""line_end"":73},{""source_id"":""E002"",""line_start"":16,""line_end"":25}]","No description of how multiple samples, randomness, or ties are handled. Only binary pass conditions are described; there are no explicit grading rules for ties or other edge cases.",high
